"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV17650 - Image
10/24/2020 13:50:40
http://10.37.248.147/njta/202010/20201024/07A_13w/01307A_13wW2020102413504045DV_02.jpg
 13w - 7A 
OPEN
$34.95
$50.00
$0.00
$84.95","
 HV13457 - Image
10/24/2020 10:03:51
http://10.37.248.147/njta/202010/20201024/013_09w/013013_09wW2020102410035154DV_02.jpg
 09w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV38814 - Image
10/24/2020 07:42:41
http://10.37.248.147/njta/202010/20201024/18W_09w/01318W_09wW2020102407424112DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV36366 - Image
10/24/2020 06:03:48
http://10.37.248.147/njta/202010/20201024/004_07w/013004_07wW2020102406034871DV_02.jpg
 07w - 4  
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV20845 - Image
10/24/2020 05:39:51
http://10.37.248.147/njta/202010/20201024/16W_07w/01316W_07wW2020102405395188DV_02.jpg
 07w - 16W
OPEN
$18.20
$50.00
$0.00
$68.20"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV02162 - Image
10/24/2020 13:32:41
http://10.37.248.147/drba/202010/20201024/DMB_05_/016DMB_05_W2020102413324100DV_02.jpg
 05 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV45635 - Image
10/24/2020 12:20:30
http://10.37.248.147/drba/202010/20201024/DMB_11_/016DMB_11_W2020102412203000DV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV43209 - Image
10/24/2020 05:02:22
http://10.37.248.147/drba/202010/20201024/DMB_10_/016DMB_10_W2020102405022200DV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV37588 - Image
10/24/2020 01:54:47
http://10.37.248.147/drba/202010/20201024/DMB_10_/016DMB_10_W2020102401544700DV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV19446 - Image
10/24/2020 00:16:32
http://10.37.248.147/drba/202010/20201024/DMB_10_/016DMB_10_W2020102400163200DV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45635 - Image
10/24/2020 12:15:00
http://10.37.248.147/njta/202010/20201024/001_15w/013001_15wW2020102412150029DV_02.jpg
 15w - 1  
OPEN
$25.35
$50.00
$0.00
$75.35","
 HV39160 - Image
10/24/2020 11:54:15
http://10.37.248.147/njta/202010/20201024/18W_09w/01318W_09wW2020102411541540DV_02.jpg
 09w - 18W
OPEN
$21.20
$50.00
$0.00
$71.20","
 HV15274 - Image
10/24/2020 11:31:55
http://10.37.248.147/njta/202010/20201024/15E_11w/01315E_11wW2020102411315557DV_02.jpg
 11w - 15E
OPEN
$30.85
$50.00
$0.00
$80.85","
 HV18586 - Image
10/24/2020 10:51:51
http://10.37.248.147/njta/202010/20201024/006_07w/013006_07wW2020102410515149DV_02.jpg
 07w - 6  
OPEN
$28.70
$50.00
$0.00
$78.70","
 HV18502 - Image
10/24/2020 09:25:28
http://10.37.248.147/njta/202010/20201024/07A_10w/01307A_10wW2020102409252865DV_02.jpg
 10w - 7A 
OPEN
$11.40
$50.00
$0.00
$61.40"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38021 - Image
10/24/2020 10:57:20
http://10.37.248.147/drjt/202010/20201024/O78_11W/020O78_11WN2020102410572079DV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV15222 - Image
10/24/2020 08:48:11
http://10.37.248.147/njta/202010/20201024/18E_11w/01318E_11wW2020102408481140DV_02.jpg
 11w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV37585 - Image
10/24/2020 08:31:42
http://10.37.248.147/njta/202010/20201024/07A_10w/01307A_10wW2020102408314276DV_02.jpg
 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV18502 - Image
10/24/2020 07:17:35
http://10.37.248.147/njta/202010/20201024/006_07w/013006_07wW2020102407173502DV_02.jpg
 07w - 6  
OPEN
$28.70
$50.00
$0.00
$78.70","
 HV40018 - Image
10/24/2020 06:56:37
http://10.37.248.147/njta/202010/20201024/18W_09w/01318W_09wW2020102406563748DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV20536 - Image
10/24/2020 06:22:31
http://10.37.248.147/njta/202010/20201024/07A_13w/01307A_13wW2020102406223142DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44907 - Image
10/24/2020 06:42:06
http://10.37.248.147/njta/202010/20201024/07A_13w/01307A_13wW2020102406420646DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV02245 - Image
10/24/2020 06:33:59
http://10.37.248.147/njta/202010/20201024/18W_09w/01318W_09wW2020102406335962DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45053 - Image
10/24/2020 06:28:57
http://10.37.248.147/njta/202010/20201024/008_03w/013008_03wW2020102406285708DV_02.jpg
 03w - 8  
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV44757 - Image
10/24/2020 03:38:00
http://10.37.248.147/njta/202010/20201024/006_07w/013006_07wW2020102403380085DV_02.jpg
 07w - 6  
OPEN
$8.65
$50.00
$0.00
$58.65","
 HV40303 - Image
10/24/2020 01:31:34
http://10.37.248.147/njta/202010/20201024/07A_13w/01307A_13wW2020102401313430DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV44915 - Image
10/24/2020 01:06:27
http://10.37.248.147/njta/202010/20201024/002_05w/013002_05wW2020102401062726DV_02.jpg
 05w - 2  
OPEN
$30.85
$50.00
$0.00
$80.85","
 HV43545 - Image
10/24/2020 00:39:30
http://10.37.248.147/njta/202010/20201024/006_07w/013006_07wW2020102400393001DV_02.jpg
 07w - 6  
OPEN
$28.70
$50.00
$0.00
$78.70"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37425 - Image
10/24/2020 06:00:08
http://10.37.248.147/njta/202010/20201024/18W_08w/01318W_08wW2020102406000865DV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV37043 - Image
10/24/2020 05:40:10
http://10.37.248.147/njta/202010/20201024/012_16w/013012_16wW2020102405401078DV_02.jpg
 16w - 12 
OPEN
$44.00
$50.00
$0.00
$94.00","
 HV19873 - Image
10/24/2020 05:23:16
http://10.37.248.147/njta/202010/20201024/07A_13w/01307A_13wW2020102405231664DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV21013 - Image
10/24/2020 04:58:15
http://10.37.248.147/njta/202010/20201024/07A_13w/01307A_13wW2020102404581559DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV43209 - Image
10/24/2020 04:56:41
http://10.37.248.147/njta/202010/20201024/001_15w/013001_15wW2020102404564110DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44951 - Image
10/24/2020 05:10:42
http://10.37.248.147/njta/202010/20201024/013_08w/013013_08wW2020102405104229DV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV40070 - Image
10/24/2020 05:07:21
http://10.37.248.147/njta/202010/20201024/18W_08w/01318W_08wW2020102405072125DV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV13331 - Image
10/24/2020 02:38:11
http://10.37.248.147/njta/202010/20201024/012_10w/013012_10wW2020102402381131DV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV13331 - Image
10/24/2020 02:24:14
http://10.37.248.147/njta/202010/20201024/014_21w/013014_21wW2020102402241437DV_02.jpg
 21w - 14 
OPEN
$13.40
$50.00
$0.00
$63.40","
 HV37591 - Image
10/24/2020 02:09:26
http://10.37.248.147/njta/202010/20201024/012_11w/013012_11wW2020102402092659DV_02.jpg
 11w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV19971 - Image
10/24/2020 04:52:28
http://10.37.248.147/njta/202010/20201024/002_05w/013002_05wW2020102404522815DV_02.jpg
 05w - 2  
OPEN
$30.85
$50.00
$0.00
$80.85","
 HV20526 - Image
10/24/2020 04:45:43
http://10.37.248.147/njta/202010/20201024/012_13w/013012_13wW2020102404454388DV_02.jpg
 13w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV38634 - Image
10/24/2020 03:52:00
http://10.37.248.147/njta/202010/20201024/18W_09w/01318W_09wW2020102403520086DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV17892 - Image
10/24/2020 02:59:16
http://10.37.248.147/njta/202010/20201024/012_16w/013012_16wW2020102402591695DV_02.jpg
 16w - 12 
OPEN
$14.90
$50.00
$0.00
$64.90","
 HV10602 - Image
10/24/2020 02:58:26
http://10.37.248.147/njta/202010/20201024/006_07w/013006_07wW2020102402582677DV_02.jpg
 07w - 6  
OPEN
$7.20
$50.00
$0.00
$57.20"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV17391 - Image
10/24/2020 02:56:48
http://10.37.248.147/njta/202010/20201024/012_11w/013012_11wW2020102402564844DV_02.jpg
 11w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV13494 - Image
10/24/2020 02:51:23
http://10.37.248.147/njta/202010/20201024/07A_10w/01307A_10wW2020102402512343DV_02.jpg
 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV19378 - Image
10/24/2020 02:28:35
http://10.37.248.147/njta/202010/20201024/07A_13w/01307A_13wW2020102402283516DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV15096 - Image
10/24/2020 02:15:00
http://10.37.248.147/njta/202010/20201024/18W_09w/01318W_09wW2020102402150078DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV37588 - Image
10/24/2020 01:49:01
http://10.37.248.147/njta/202010/20201024/001_16w/013001_16wW2020102401490173DV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44951 - Image
10/24/2020 01:43:47

 14w - 18E
OPEN
$21.20
$50.00
$0.00
$71.20","
 HV43235 - Image
10/24/2020 01:36:07
http://10.37.248.147/njta/202010/20201024/013_08w/013013_08wW2020102401360763DV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV37623 - Image
10/24/2020 01:16:38

 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV37397 - Image
10/24/2020 01:04:25
http://10.37.248.147/njta/202010/20201024/18E_11w/01318E_11wW2020102401042578DV_02.jpg
 11w - 18E
OPEN
$21.20
$50.00
$0.00
$71.20","
 HV36308 - Image
10/24/2020 00:17:37
http://10.37.248.147/njta/202010/20201024/006_07w/013006_07wW2020102400173762DV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV20988 - Image
10/24/2020 01:35:23
http://10.37.248.147/njta/202010/20201024/012_11w/013012_11wW2020102401352381DV_02.jpg
 11w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV20297 - Image
10/24/2020 01:28:59
http://10.37.248.147/njta/202010/20201024/18W_08w/01318W_08wW2020102401285924DV_02.jpg
 08w - 18W
OPEN
$67.65
$50.00
$0.00
$117.65","
 HV14866 - Image
10/24/2020 01:23:37
http://10.37.248.147/njta/202010/20201024/013_08w/013013_08wW2020102401233785DV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV20785 - Image
10/24/2020 01:21:38

 14w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV15144 - Image
10/24/2020 01:02:45

 11w - 1  
OPEN
$25.35
$50.00
$0.00
$75.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV15153 - Image
10/24/2020 01:00:08
http://10.37.248.147/njta/202010/20201024/18W_09w/01318W_09wW2020102401000809DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV19931 - Image
10/24/2020 00:53:43
http://10.37.248.147/njta/202010/20201024/07A_13w/01307A_13wW2020102400534375DV_02.jpg
 13w - 7A 
OPEN
$19.40
$50.00
$0.00
$69.40","
 HV40408 - Image
10/24/2020 00:36:47
http://10.37.248.147/njta/202010/20201024/15W_07w/01315W_07wW2020102400364705DV_02.jpg
 07w - 15W
OPEN
$11.40
$50.00
$0.00
$61.40","
 HV19446 - Image
10/24/2020 00:10:19
http://10.37.248.147/njta/202010/20201024/001_16w/013001_16wW2020102400101916DV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV20576 - Image
10/24/2020 00:02:02
http://10.37.248.147/njta/202010/20201024/17S_01s/01317S_01sS2020102400020222DV_02.jpg
 01s - 17S
OPEN
$7.60
$50.00
$0.00
$57.60"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44119 - Image
10/23/2020 23:27:23
http://10.37.248.147/njta/202010/20201023/014_22w/013014_22wW2020102323272371DV_02.jpg
 22w - 14 
OPEN
$13.40
$50.00
$0.00
$63.40"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV07353 - Image
10/23/2020 23:04:20
http://10.37.248.147/drjt/202010/20201023/TM__04W/020TM__04WN2020102323042041DV_02.jpg
 04W - T-M
OPEN
$20.00
$30.00
$0.00
$50.00","
 HV44982 - Image
10/23/2020 06:04:19
http://10.37.248.147/drjt/202010/20201023/O78_11W/020O78_11WN2020102306041986DV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV20301 - Image
10/23/2020 22:17:29
http://10.37.248.147/njta/202010/20201023/006_07w/013006_07wW2020102322172914DV_02.jpg
 07w - 6  
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV19406 - Image
10/23/2020 21:15:26
http://10.37.248.147/njta/202010/20201023/18W_08w/01318W_08wW2020102321152685DV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV20461 - Image
10/23/2020 18:44:04
http://10.37.248.147/njta/202010/20201023/18E_11w/01318E_11wW2020102318440483DV_02.jpg
 11w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV42849 - Image
10/23/2020 16:37:57
http://10.37.248.147/njta/202010/20201023/18W_09w/01318W_09wW2020102316375762DV_02.jpg
 09w - 18W
OPEN
$21.20
$50.00
$0.00
$71.20","
 HV44951 - Image
10/23/2020 16:01:42
http://10.37.248.147/njta/202010/20201023/15E_12w/01315E_12wW2020102316014266DV_02.jpg
 12w - 15E
OPEN
$14.15
$50.00
$0.00
$64.15"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37931 - Image
10/23/2020 21:32:10
http://10.37.248.147/drjt/202010/20201023/TM__04W/020TM__04WN2020102321321040DV_02.jpg
 04W - T-M
OPEN
$20.00
$30.00
$0.00
$50.00","
 HV38875 - Image
10/23/2020 05:38:11
http://10.37.248.147/drjt/202010/20201023/TM__04W/020TM__04WN2020102305381142DV_02.jpg
 04W - T-M
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV40271 - Image
10/23/2020 21:28:37
http://10.37.248.147/drba/202010/20201023/DMB_11_/016DMB_11_W2020102321283700DV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV40271 - Image
10/23/2020 21:22:37
http://10.37.248.147/njta/202010/20201023/001_16w/013001_16wW2020102321223713DV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV20621 - Image
10/23/2020 20:36:12
http://10.37.248.147/njta/202010/20201023/012_14w/013012_14wW2020102320361236DV_02.jpg
 14w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV38745 - Image
10/23/2020 19:27:50

 09w - 10 
OPEN
$8.65
$50.00
$0.00
$58.65"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37931 - Image
10/23/2020 21:08:51

 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV37931 - Image
10/23/2020 11:59:15

 05w - 16W
OPEN
$18.20
$50.00
$0.00
$68.20"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV01660 - Image
10/23/2020 20:53:36

 07w - 3  
OPEN
$25.55
$50.00
$0.00
$75.55"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV39001 - Image
10/23/2020 18:40:45
http://10.37.248.147/njta/202010/20201023/001_16w/013001_16wW2020102318404507DV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV20064 - Image
10/23/2020 16:12:11

 09w - 8A 
OPEN
$43.05
$50.00
$0.00
$93.05","
 HV38745 - Image
10/23/2020 13:58:05
http://10.37.248.147/njta/202010/20201023/18W_08w/01318W_08wW2020102313580541DV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV36663 - Image
10/23/2020 12:20:21
http://10.37.248.147/njta/202010/20201023/009_15w/013009_15wW2020102312202157DV_02.jpg
 15w - 9  
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV36663 - Image
10/23/2020 11:17:28
http://10.37.248.147/njta/202010/20201023/13A_21w/01313A_21wW2020102311172883DV_02.jpg
 21w - 13A
OPEN
$11.75
$50.00
$0.00
$61.75"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38728 - Image
10/23/2020 17:47:32
http://10.37.248.147/njta/202010/20201023/18E_11w/01318E_11wW2020102317473279DV_02.jpg
 11w - 18E
OPEN
$21.20
$50.00
$0.00
$71.20","
 HV37657 - Image
10/23/2020 17:11:21
http://10.37.248.147/njta/202010/20201023/18E_11w/01318E_11wW2020102317112126DV_02.jpg
 11w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV44405 - Image
10/23/2020 16:03:09
http://10.37.248.147/njta/202010/20201023/013_08w/013013_08wW2020102316030911DV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV37174 - Image
10/23/2020 14:50:06
http://10.37.248.147/njta/202010/20201023/001_16w/013001_16wW2020102314500686DV_02.jpg
 16w - 1  
OPEN
$59.10
$50.00
$0.00
$109.10","
 HV20597 - Image
10/23/2020 13:58:09
http://10.37.248.147/njta/202010/20201023/001_15w/013001_15wW2020102313580977DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45035 - Image
10/23/2020 16:30:41
http://10.37.248.147/drba/202010/20201023/DMB_11_/016DMB_11_W2020102316304100DV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV20597 - Image
10/23/2020 14:04:39
http://10.37.248.147/drba/202010/20201023/DMB_10_/016DMB_10_W2020102314043900DV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45035 - Image
10/23/2020 16:24:59
http://10.37.248.147/njta/202010/20201023/001_15w/013001_15wW2020102316245967DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37174 - Image
10/23/2020 14:55:43
http://10.37.248.147/drba/202010/20201023/DMB_09_/016DMB_09_W2020102314554300DV_02.jpg
 09 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV20869 - Image
10/23/2020 11:05:27
http://10.37.248.147/drba/202010/20201023/DMB_07_/016DMB_07_W2020102311052700DV_02.jpg
 07 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV02368 - Image
10/23/2020 14:55:37
http://10.37.248.147/drjt/202010/20201023/O78_11W/020O78_11WN2020102314553787DV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45418 - Image
10/23/2020 13:33:23

 06w - 16W
OPEN
$18.20
$50.00
$0.00
$68.20","
 HV37580 - Image
10/23/2020 13:09:50

 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV20423 - Image
10/23/2020 12:59:43

 12w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV01660 - Image
10/23/2020 10:18:03
http://10.37.248.147/njta/202010/20201023/001_15w/013001_15wW2020102310180321DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV38728 - Image
10/23/2020 09:02:26
http://10.37.248.147/njta/202010/20201023/012_10w/013012_10wW2020102309022682DV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV17718 - Image
10/23/2020 11:57:34
http://10.37.248.147/njta/202010/20201023/010_05w/013010_05wW2020102311573400DV_02.jpg
 05w - 10 
OPEN
$18.20
$50.00
$0.00
$68.20","
 HV14934 - Image
10/23/2020 11:28:57
http://10.37.248.147/njta/202010/20201023/18W_08w/01318W_08wW2020102311285776DV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV14871 - Image
10/23/2020 04:14:31
http://10.37.248.147/njta/202010/20201023/012_10w/013012_10wW2020102304143169DV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV14934 - Image
10/23/2020 01:54:14
http://10.37.248.147/njta/202010/20201023/008_04w/013008_04wW2020102301541406DV_02.jpg
 04w - 8  
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV44664 - Image
10/23/2020 00:44:09
http://10.37.248.147/njta/202010/20201023/15W_07w/01315W_07wW2020102300440971DV_02.jpg
 07w - 15W
OPEN
$8.65
$50.00
$0.00
$58.65"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44915 - Image
10/23/2020 11:06:43

 05w - 6  
OPEN
$14.50
$50.00
$0.00
$64.50","
 HV38066 - Image
10/23/2020 10:08:39
http://10.37.248.147/njta/202010/20201023/001_15w/013001_15wW2020102310083955DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV39001 - Image
10/23/2020 08:08:04
http://10.37.248.147/njta/202010/20201023/15W_12w/01315W_12wW2020102308080479DV_02.jpg
 12w - 15W
OPEN
$11.40
$50.00
$0.00
$61.40","
 HV38749 - Image
10/23/2020 07:44:11
http://10.37.248.147/njta/202010/20201023/07A_10w/01307A_10wW2020102307441175DV_02.jpg
 10w - 7A 
OPEN
$10.95
$50.00
$0.00
$60.95","
 HV39143 - Image
10/23/2020 07:21:29

 08w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV20546 - Image
10/23/2020 08:07:59
http://10.37.248.147/njta/202010/20201023/003_07w/013003_07wW2020102308075965DV_02.jpg
 07w - 3  
OPEN
$25.55
$50.00
$0.00
$75.55","
 HV44429 - Image
10/23/2020 07:52:08
http://10.37.248.147/njta/202010/20201023/012_10w/013012_10wW2020102307520879DV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV38341 - Image
10/23/2020 06:15:03
http://10.37.248.147/njta/202010/20201023/006_07w/013006_07wW2020102306150377DV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 HV44982 - Image
10/23/2020 05:00:37
http://10.37.248.147/njta/202010/20201023/010_06w/013010_06wW2020102305003713DV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV20988 - Image
10/23/2020 04:52:48
http://10.37.248.147/njta/202010/20201023/012_14w/013012_14wW2020102304524855DV_02.jpg
 14w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80"
